# contains at first column the different Watts, then the detector PSF
   5.00000, 426.88220, 382.28771
  10.00000, 425.30491, 384.62676
  15.00000, 427.91188, 385.26567
  20.00000, 432.51225, 382.07576
  25.00000, 426.65389, 382.03587
  30.00000, 420.73796, 380.54629
  50.00000, 415.56773, 377.79460
 100.00000, 410.35998, 375.62825
 150.00000, 330.17528, 300.49215
