X: PhotonEnergy [eV],Y: XCOM:Total...ion[cm^-1],Y: XCOM:Total...Coh[cm^-1]
10942,607.695,595.948
10955.3,605.695,593.954
10968.6,603.695,591.961
10981.9,601.695,589.968
10995.2,599.695,587.975
11008.5,597.695,585.982
11021.8,595.708,584.003
11035.1,593.801,582.115
11048.4,591.894,580.228
11061.7,589.987,578.341
11075,588.079,576.453
11088.3,586.172,574.566
11101.6,584.265,572.679
11114.9,582.358,570.791
11128.2,580.451,568.904
11141.5,578.543,567.017
11154.8,576.636,565.129
11168.1,574.729,563.242
11181.4,572.822,561.355
11194.8,570.915,559.468
11208.1,569.007,557.58
11221.4,567.1,555.693
11234.7,565.259,553.869
11248,563.54,552.162
11261.3,561.82,550.455
11274.6,560.101,548.749
11287.9,558.382,547.042
11301.2,556.662,545.335
11314.5,554.943,543.629
11327.8,553.224,541.922
11341.1,551.504,540.215
11354.4,549.785,538.508
11367.7,548.065,536.802
11381,546.346,535.095
11394.3,544.627,533.388
11407.6,542.907,531.682
11420.9,541.188,529.975
11434.2,539.469,528.268
11447.5,537.749,526.561
11460.8,536.155,524.979
11474.1,534.589,523.425
11487.4,533.023,521.871
11500.7,531.456,520.317
11514,529.891,518.763
11527.3,528.325,517.209
11540.6,526.759,515.655
11553.9,525.193,514.102
11567.2,523.627,512.548
11580.5,522.061,510.994
11593.8,520.495,509.44
11607.1,518.929,507.886
11620.4,517.363,506.332
11633.7,515.797,504.778
11647,514.231,503.224
11660.4,512.665,501.67
11673.7,511.099,500.116
11687,509.542,498.572
11700.3,507.993,497.036
11713.6,506.444,495.5
11726.9,504.896,493.964
11740.2,503.347,492.428
11753.5,501.798,490.892
11766.8,500.25,489.356
11780.1,498.701,487.82
11793.4,497.152,486.284
11806.7,495.604,484.748
11820,494.055,483.211
11833.3,492.506,481.675
11846.6,490.958,480.139
11859.9,489.409,478.603
11873.2,487.86,477.067
11886.5,486.311,475.531
11899.8,484.763,473.995
11913.1,483.41,472.648
11926.4,482.06,471.304
11939.7,480.71,469.96
11953,479.36,468.615
11966.3,478.009,467.271
11979.6,476.659,465.927
11992.9,475.309,464.582
12006.2,473.959,463.238
12019.5,472.609,461.894
12032.8,471.259,460.549
12046.1,469.909,459.205
12059.4,468.559,457.861
12072.7,467.209,456.517
12086,465.859,455.172
12099.3,464.508,453.828
12112.7,463.158,452.484
12126,461.808,451.139
12139.3,460.458,449.795
12152.6,459.115,448.475
12165.9,457.773,447.157
12179.2,456.431,445.839
12192.5,455.089,444.521
12205.8,453.746,443.203
12219.1,452.404,441.885
12232.4,451.062,440.567
12245.7,449.72,439.249
12259,448.377,437.931
12272.3,447.035,436.613
12285.6,445.693,435.295
12298.9,444.35,433.977
12312.2,443.008,432.658
12325.5,441.666,431.34
12338.8,440.324,430.022
12352.1,438.981,428.704
12365.4,437.639,427.386
12378.7,436.414,426.17
12392,435.252,425.007
12405.3,434.089,423.845
12418.6,432.927,422.682
12431.9,431.764,421.519
12445.2,430.601,420.357
12458.5,429.439,419.194
12471.8,428.276,418.032
12485.1,427.114,416.869
12498.4,425.951,415.706
12511.7,424.788,414.544
12525,423.626,413.381
12538.3,422.463,412.219
12551.6,421.301,411.056
12565,420.138,409.894
12578.3,418.976,408.731
12591.6,417.813,407.568
12604.9,416.65,406.406
12618.2,415.488,405.243
12631.5,414.329,404.094
12644.8,413.17,402.947
12658.1,412.011,401.799
12671.4,410.852,400.652
12684.7,409.693,399.505
12698,408.534,398.357
12711.3,407.375,397.21
12724.6,406.216,396.063
12737.9,405.057,394.916
12751.2,403.899,393.768
12764.5,402.74,392.621
12777.8,401.581,391.474
12791.1,400.422,390.326
12804.4,399.263,389.179
12817.7,398.104,388.032
12831,396.945,386.884
12844.3,395.786,385.737
12857.6,394.628,384.59
12870.9,393.552,383.53
12884.2,392.495,382.49
