X: PhotonEnergy [eV],Y: XCOM:Rayle...nt)[cm^-1],Y: XCOM:Compt...nt)[cm^-1],Y: XCOM:Photo...ric[cm^-1],Y: XCOM:Total...ion[cm^-1],Y: XCOM:Total...Coh[cm^-1]
21201.1,6.58226,0.522292,100.17,107.273,100.708
21213.7,6.57695,0.522405,99.9996,107.098,100.539
21226.3,6.57163,0.522518,99.8293,106.923,100.369
21238.8,6.56631,0.52263,99.659,106.748,100.2
21251.4,6.561,0.522743,99.4888,106.572,100.031
21263.9,6.55568,0.522856,99.3185,106.397,99.8613
21276.5,6.55037,0.522968,99.1482,106.222,99.692
21289.1,6.54521,0.523085,98.9875,106.056,99.5312
21301.6,6.54011,0.523204,98.8306,105.895,99.3738
21314.2,6.53501,0.523323,98.6736,105.733,99.2164
21326.7,6.5299,0.523441,98.5166,105.571,99.059
21339.3,6.5248,0.52356,98.3596,105.409,98.9016
21351.9,6.5197,0.523679,98.2026,105.247,98.7441
21364.4,6.5146,0.523798,98.0456,105.085,98.5867
21377,6.5095,0.523916,97.8887,104.924,98.4293
21389.6,6.5044,0.524035,97.7317,104.762,98.2719
21402.1,6.4993,0.524154,97.5747,104.6,98.1144
21414.7,6.4942,0.524273,97.4177,104.438,97.957
21427.2,6.4891,0.524391,97.2607,104.276,97.7996
21439.8,6.484,0.52451,97.1037,104.115,97.6422
21452.4,6.4789,0.524629,96.9467,103.953,97.4847
21464.9,6.47379,0.524747,96.7898,103.791,97.3273
21477.5,6.46869,0.524866,96.6328,103.629,97.1699
21490,6.46359,0.524985,96.4758,103.467,97.0125
21502.6,6.45849,0.525104,96.3188,103.305,96.855
21515.2,6.45339,0.525222,96.1618,103.144,96.6976
21527.7,6.44829,0.525341,96.0049,102.982,96.5402
21540.3,6.44319,0.52546,95.8478,102.82,96.3828
21552.8,6.43809,0.525578,95.6909,102.658,96.2253
21565.4,6.43299,0.525697,95.5339,102.496,96.0679
21578,6.42789,0.525816,95.3769,102.334,95.9105
21590.5,6.42279,0.525935,95.2199,102.173,95.7531
21603.1,6.41769,0.526053,95.0629,102.011,95.5956
21615.6,6.41258,0.526172,94.9059,101.849,95.4382
21628.2,6.40748,0.526291,94.749,101.687,95.2808
21640.8,6.40238,0.52641,94.592,101.525,95.1234
21653.3,6.39728,0.526528,94.435,101.364,94.966
21665.9,6.39218,0.526647,94.278,101.202,94.8085
21678.5,6.38708,0.526766,94.121,101.04,94.6511
21691,6.38198,0.526884,93.9641,100.878,94.4937
21703.6,6.3769,0.527003,93.8096,100.719,94.3388
21716.1,6.37189,0.527122,93.6614,100.565,94.1901
21728.7,6.36688,0.527241,93.5132,100.411,94.0415
21741.3,6.36187,0.527359,93.365,100.257,93.8929
21753.8,6.35685,0.527478,93.2168,100.103,93.7443
21766.4,6.35184,0.527597,93.0686,99.949,93.5956
21778.9,6.34683,0.527716,92.9204,99.7951,93.447
21791.5,6.34181,0.527834,92.7722,99.6412,93.2984
21804.1,6.3368,0.527953,92.6241,99.4873,93.1497
21816.6,6.33179,0.528072,92.4759,99.3334,93.0011
21829.2,6.32677,0.52819,92.3277,99.1795,92.8525
21841.7,6.32176,0.528309,92.1795,99.0256,92.7038
21854.3,6.31675,0.528428,92.0313,98.8717,92.5552
21866.9,6.31174,0.528547,91.8831,98.7178,92.4066
21879.4,6.30672,0.528665,91.7349,98.5639,92.258
21892,6.30171,0.528784,91.5867,98.4099,92.1093
21904.5,6.2967,0.528903,91.4385,98.256,91.9607
21917.1,6.29168,0.529022,91.2903,98.1021,91.812
21929.7,6.28667,0.52914,91.1422,97.9482,91.6635
21942.2,6.28166,0.529259,90.994,97.7943,91.5148
21954.8,6.27664,0.529378,90.8458,97.6404,91.3662
21967.4,6.27163,0.529496,90.6976,97.4865,91.2176
21979.9,6.26662,0.529615,90.5494,97.3326,91.0689
21992.5,6.26161,0.529734,90.4012,97.1787,90.9203
22005,6.25659,0.529853,90.253,97.0248,90.7717
22017.6,6.25158,0.529971,90.1048,96.8709,90.623
22030.2,6.24657,0.53009,89.9567,96.717,90.4744
22042.7,6.24155,0.530209,89.8084,96.5631,90.3258
22055.3,6.23654,0.530328,89.6603,96.4092,90.1771
22067.8,6.23153,0.530446,89.5121,96.2553,90.0285
22080.4,6.22652,0.530565,89.3639,96.1014,89.8799
22093,6.2215,0.530684,89.2157,95.9475,89.7313
22105.5,6.21649,0.530802,89.0675,95.7935,89.5826
22118.1,6.21148,0.530921,88.9193,95.6396,89.434
22130.6,6.20664,0.53103,88.7799,95.4957,89.2949
22143.2,6.20183,0.531138,88.642,95.3535,89.1574
22155.8,6.19701,0.531245,88.5041,95.2114,89.02
22168.3,6.1922,0.531352,88.3663,95.0692,88.8825
22180.9,6.18739,0.53146,88.2284,94.927,88.7451
22193.4,6.18258,0.531567,88.0905,94.7849,88.6077
22206,6.17777,0.531675,87.9526,94.6427,88.4702
22218.6,6.17296,0.531782,87.8148,94.5005,88.3328
22231.1,6.16815,0.531889,87.6769,94.3584,88.1953
22243.7,6.16334,0.531997,87.539,94.2162,88.0579
22256.2,6.15853,0.532104,87.4012,94.074,87.9204
22268.8,6.15372,0.532211,87.2633,93.9318,87.783
22281.4,6.14891,0.532319,87.1254,93.7897,87.6456
22293.9,6.1441,0.532426,86.9876,93.6475,87.5081
22306.5,6.13929,0.532534,86.8497,93.5054,87.3707
22319.1,6.13448,0.532641,86.7118,93.3632,87.2332
22331.6,6.12967,0.532748,86.5739,93.221,87.0958
22344.2,6.12486,0.532856,86.4361,93.0789,86.9584
22356.7,6.12005,0.532963,86.2982,92.9367,86.8209
22369.3,6.11524,0.53307,86.1603,92.7945,86.6835
22381.9,6.11043,0.533178,86.0225,92.6524,86.546
22394.4,6.10562,0.533285,85.8846,92.5102,86.4086
22407,6.10081,0.533393,85.7467,92.368,86.2711
22419.5,6.096,0.5335,85.6088,92.2259,86.1337
22432.1,6.09119,0.533607,85.471,92.0837,85.9963
22444.7,6.08637,0.533715,85.3331,91.9416,85.8588
22457.2,6.08156,0.533822,85.1952,91.7994,85.7214
22469.8,6.07675,0.533929,85.0574,91.6572,85.5839
22482.3,6.07194,0.534037,84.9195,91.5151,85.4465
22494.9,6.06713,0.534144,84.7816,91.3729,85.3091
22507.5,6.06232,0.534252,84.6438,91.2307,85.1716
22520,6.05751,0.534359,84.5059,91.0885,85.0342
22532.6,6.0527,0.534466,84.368,90.9464,84.8967
22545.1,6.04789,0.534574,84.2301,90.8042,84.7593
22557.7,6.04322,0.53468,84.0986,90.6684,84.6279
22570.3,6.03865,0.534785,83.971,90.5366,84.5003
22582.8,6.03407,0.53489,83.8433,90.4048,84.3727
22595.4,6.0295,0.534994,83.7158,90.273,84.2451
22608,6.02492,0.535099,83.5882,90.1412,84.1175
22620.5,6.02035,0.535204,83.4606,90.0094,83.9899
22633.1,6.01577,0.535309,83.333,89.8776,83.8623
22645.6,6.0112,0.535414,83.2054,89.7458,83.7347
22658.2,6.00662,0.535519,83.0778,89.614,83.6071
22670.8,6.00205,0.535624,82.9502,89.4822,83.4795
22683.3,5.99747,0.535729,82.8225,89.3504,83.3519
22695.9,5.9929,0.535834,82.695,89.2186,83.2243
22708.4,5.98832,0.535939,82.5673,89.0868,83.0967
22721,5.98375,0.536044,82.4397,88.955,82.9691
22733.6,5.97917,0.536149,82.3122,88.8232,82.8415
22746.1,5.9746,0.536254,82.1845,88.6914,82.7139
22758.7,5.97002,0.536359,82.0569,88.5596,82.5863
22771.2,5.96545,0.536463,81.9293,88.4278,82.4586
22783.8,5.96087,0.536568,81.8017,88.296,82.331
22796.4,5.9563,0.536673,81.6741,88.1642,82.2035
22808.9,5.95172,0.536778,81.5465,88.0324,82.0759
22821.5,5.94715,0.536883,81.4189,87.9006,81.9482
22834.1,5.94257,0.536988,81.2913,87.7688,81.8206
22846.6,5.938,0.537093,81.1637,87.637,81.6931
22859.2,5.93342,0.537198,81.0361,87.5052,81.5655
22871.7,5.92884,0.537303,80.9085,87.3734,81.4378
22884.3,5.92427,0.537408,80.7809,87.2416,81.3103
22896.9,5.91969,0.537513,80.6533,87.1098,81.1826
22909.4,5.91512,0.537618,80.5257,86.978,81.055
22922,5.91054,0.537723,80.3981,86.8462,80.9274
22934.5,5.90597,0.537828,80.2705,86.7144,80.7998
22947.1,5.90139,0.537933,80.1429,86.5826,80.6722
22959.7,5.89682,0.538038,80.0153,86.4508,80.5446
22972.2,5.89224,0.538143,79.8877,86.319,80.417
22984.8,5.88767,0.538247,79.7601,86.1873,80.2894
22997.3,5.8832,0.538353,79.6382,86.0612,80.1676
23009.9,5.87881,0.53846,79.5205,85.9393,80.0498
23022.5,5.87442,0.538567,79.4026,85.8174,79.932
23035,5.87003,0.538674,79.2849,85.6955,79.8142
23047.6,5.86563,0.53878,79.1671,85.5737,79.6964
23060.1,5.86124,0.538887,79.0493,85.4518,79.5786
23072.7,5.85685,0.538994,78.9315,85.3299,79.4608
23085.3,5.85246,0.5391,78.8137,85.208,79.343
23097.8,5.84807,0.539207,78.6959,85.0861,79.2253
23110.4,5.84368,0.539314,78.5781,84.9642,79.1075
23122.9,5.83929,0.53942,78.4603,84.8423,78.9897
23135.5,5.83489,0.539527,78.3426,84.7204,78.8719
23148.1,5.8305,0.539634,78.2248,84.5985,78.7541
23160.6,5.82611,0.539741,78.107,84.4766,78.6363
23173.2,5.82172,0.539847,77.9892,84.3547,78.5185
23185.8,5.81733,0.539954,77.8714,84.2328,78.4007
23198.3,5.81294,0.540061,77.7536,84.1109,78.2829
23210.9,5.80855,0.540167,77.6358,83.989,78.1651
23223.4,5.80415,0.540274,77.518,83.8671,78.0473
23236,5.79976,0.540381,77.4002,83.7452,77.9296
23248.6,5.79537,0.540488,77.2825,83.6234,77.8118
23261.1,5.79098,0.540594,77.1647,83.5015,77.694
23273.7,5.78659,0.540701,77.0469,83.3796,77.5762
23286.2,5.7822,0.540808,76.9291,83.2577,77.4584
23298.8,5.77781,0.540914,76.8113,83.1358,77.3406
23311.4,5.77341,0.541021,76.6935,83.0139,77.2228
23323.9,5.76902,0.541128,76.5757,82.892,77.105
23336.5,5.76463,0.541234,76.4579,82.7701,76.9872
23349,5.76024,0.541341,76.3401,82.6482,76.8695
23361.6,5.75585,0.541448,76.2224,82.5263,76.7517
23374.2,5.75146,0.541555,76.1046,82.4044,76.6339
23386.7,5.74707,0.541661,75.9868,82.2825,76.5161
23399.3,5.74267,0.541768,75.869,82.1606,76.3983
23411.8,5.73828,0.541875,75.7512,82.0387,76.2805
23424.4,5.73389,0.541981,75.6334,81.9168,76.1627
23437,5.7295,0.542088,75.5156,81.7949,76.0449
23449.5,5.72524,0.54219,75.4043,81.6793,75.934
23462.1,5.72103,0.542291,75.2951,81.5657,75.8251
23474.7,5.71681,0.542391,75.1859,81.4521,75.7164
23487.2,5.71259,0.542491,75.0767,81.3385,75.6076
23499.8,5.70838,0.542592,74.9675,81.2248,75.4987
23512.3,5.70416,0.542692,74.8583,81.1112,75.3899
23524.9,5.69995,0.542792,74.7491,80.9976,75.2811
23537.5,5.69573,0.542893,74.6399,80.884,75.1723
23550,5.69152,0.542993,74.5307,80.7704,75.0635
23562.6,5.6873,0.543093,74.4215,80.6567,74.9547
23575.1,5.68308,0.543194,74.3123,80.5431,74.8459
23587.7,5.67887,0.543294,74.2031,80.4295,74.7371
23600.3,5.67465,0.543395,74.0939,80.3159,74.6283
23612.8,5.67044,0.543495,73.9847,80.2022,74.5195
23625.4,5.66622,0.543595,73.8754,80.0886,74.4107
23637.9,5.66201,0.543696,73.7662,79.975,74.3019
23650.5,5.65779,0.543796,73.657,79.8614,74.1931
23663.1,5.65357,0.543896,73.5478,79.7477,74.0843
23675.6,5.64936,0.543997,73.4386,79.6341,73.9755
23688.2,5.64514,0.544097,73.3294,79.5205,73.8667
23700.7,5.64093,0.544198,73.2202,79.4069,73.7579
23713.3,5.63671,0.544298,73.111,79.2933,73.6491
23725.9,5.6325,0.544398,73.0018,79.1796,73.5403
23738.4,5.62828,0.544499,72.8926,79.066,73.4315
23751,5.62407,0.544599,72.7834,78.9524,73.3227
23763.6,5.61985,0.544699,72.6742,78.8388,73.2139
23776.1,5.61563,0.5448,72.565,78.7251,73.105
23788.7,5.61142,0.5449,72.4558,78.6115,72.9962
23801.2,5.6072,0.545001,72.3466,78.4979,72.8874
23813.8,5.60299,0.545101,72.2374,78.3843,72.7786
23826.4,5.59877,0.545201,72.1282,78.2707,72.6698
23838.9,5.59455,0.545302,72.0189,78.157,72.561
23851.5,5.59034,0.545402,71.9097,78.0434,72.4522
23864,5.58612,0.545502,71.8005,77.9298,72.3434
23876.6,5.58191,0.545603,71.6913,77.8162,72.2346
23889.2,5.57769,0.545703,71.5821,77.7025,72.1258
23901.7,5.5735,0.545803,71.474,77.59,72.018
23914.3,5.56945,0.545901,71.3726,77.4847,71.9166
23926.8,5.56541,0.546,71.2712,77.3794,71.8153
23939.4,5.56136,0.546098,71.1698,77.2741,71.7139
23952,5.55731,0.546196,71.0685,77.1688,71.6125
23964.5,5.55326,0.546294,70.9671,77.0635,71.5111
23977.1,5.54922,0.546393,70.8657,76.9582,71.4097
23989.6,5.54517,0.546491,70.7643,76.8529,71.3083
24002.2,5.54112,0.546589,70.6629,76.7476,71.2069
24014.8,5.53707,0.546687,70.5616,76.6423,71.1056
24027.3,5.53303,0.546786,70.4602,76.5369,71.0042
24039.9,5.52898,0.546884,70.3588,76.4316,70.9028
24052.4,5.52493,0.546982,70.2574,76.3263,70.8014
24065,5.52088,0.54708,70.156,76.221,70.7001
24077.6,5.51684,0.547179,70.0546,76.1157,70.5987
24090.1,5.51279,0.547277,69.9533,76.0104,70.4973
24102.7,5.50874,0.547375,69.8519,75.9051,70.3959
24115.3,5.50469,0.547473,69.7505,75.7998,70.2945
24127.8,5.50065,0.547572,69.6491,75.6945,70.1931
24140.4,5.4966,0.54767,69.5477,75.5891,70.0918
24152.9,5.49255,0.547768,69.4463,75.4838,69.9904
24165.5,5.4885,0.547866,69.345,75.3785,69.889
24178.1,5.48446,0.547964,69.2436,75.2732,69.7876
24190.6,5.48041,0.548063,69.1422,75.1679,69.6862
24203.2,5.47636,0.548161,69.0408,75.0626,69.5849
24215.7,5.47231,0.548259,68.9395,74.9573,69.4835
24228.3,5.46827,0.548357,68.8381,74.852,69.3821
24240.9,5.46422,0.548456,68.7367,74.7467,69.2807
24253.4,5.46017,0.548554,68.6353,74.6413,69.1793
24266,5.45613,0.548652,68.5339,74.536,69.078
24278.5,5.45208,0.54875,68.4326,74.4307,68.9766
24291.1,5.44803,0.548849,68.3312,74.3254,68.8752
24303.7,5.44398,0.548947,68.2298,74.2201,68.7738
24316.2,5.43994,0.549045,68.1284,74.1148,68.6724
24328.8,5.43589,0.549143,68.027,74.0095,68.571
24341.3,5.43184,0.549242,67.9256,73.9042,68.4697
24353.9,5.42779,0.54934,67.8242,73.7989,68.3683
24366.5,5.42375,0.549438,67.7229,73.6936,68.2669
24379,5.41982,0.549529,67.6266,73.594,68.1712
24391.6,5.41593,0.549618,67.5323,73.4966,68.0777
24404.2,5.41204,0.549706,67.4381,73.3993,67.9842
24416.7,5.40816,0.549795,67.3438,73.3019,67.8907
24429.3,5.40427,0.549883,67.2495,73.2046,67.7972
24441.8,5.40038,0.549972,67.1553,73.1072,67.7037
24454.4,5.3965,0.55006,67.061,73.0099,67.6102
24467,5.39261,0.550149,66.9668,72.9126,67.5167
24479.5,5.38873,0.550237,66.8725,72.8152,67.4232
24492.1,5.38484,0.550326,66.7782,72.7179,67.3297
24504.6,5.38095,0.550414,66.6839,72.6205,67.2362
24517.2,5.37707,0.550503,66.5897,72.5232,67.1427
24529.8,5.37318,0.550591,66.4954,72.4258,67.0492
24542.3,5.3693,0.55068,66.4011,72.3285,66.9557
24554.9,5.36541,0.550768,66.3069,72.2311,66.8622
24567.4,5.36152,0.550857,66.2126,72.1338,66.7687
24580,5.35764,0.550945,66.1183,72.0365,66.6752
24592.6,5.35375,0.551034,66.0241,71.9391,66.5817
24605.1,5.34986,0.551122,65.9298,71.8417,66.4882
24617.7,5.34598,0.551211,65.8355,71.7444,66.3947
24630.2,5.34209,0.551299,65.7413,71.6471,66.3012
24642.8,5.33821,0.551388,65.647,71.5497,66.2077
24655.4,5.33432,0.551476,65.5527,71.4524,66.1143
24667.9,5.33043,0.551565,65.4585,71.355,66.0207
24680.5,5.32655,0.551653,65.3642,71.2577,65.9272
24693.1,5.32266,0.551742,65.2699,71.1603,65.8337
24705.6,5.31878,0.55183,65.1757,71.063,65.7402
24718.2,5.31489,0.551919,65.0814,70.9657,65.6468
24730.7,5.311,0.552007,64.9871,70.8683,65.5533
24743.3,5.30712,0.552096,64.8929,70.771,65.4598
24755.9,5.30323,0.552184,64.7986,70.6736,65.3662
24768.4,5.29935,0.552273,64.7043,70.5763,65.2728
24781,5.29546,0.552361,64.6101,70.4789,65.1793
24793.5,5.29157,0.55245,64.5158,70.3816,65.0858
24806.1,5.28769,0.552538,64.4215,70.2842,64.9923
24818.7,5.2838,0.552627,64.3273,70.1869,64.8988
24831.2,5.27991,0.552715,64.233,70.0895,64.8053
24843.8,5.27603,0.552804,64.1387,69.9922,64.7118
24856.3,5.2722,0.552896,64.0474,69.8972,64.6204
24868.9,5.26843,0.552992,63.9589,69.8045,64.5312
24881.5,5.26466,0.553088,63.8704,69.7117,64.4419
24894,5.26089,0.553185,63.7819,69.619,64.3526
24906.6,5.25712,0.553281,63.6934,69.5263,64.2634
24919.1,5.25335,0.553377,63.6049,69.4335,64.1741
24931.7,5.24958,0.553473,63.5164,69.3408,64.0848
24944.3,5.24581,0.553569,63.4279,69.2481,63.9955
24956.8,5.24203,0.553666,63.3394,69.1553,63.9063
24969.4,5.23827,0.553762,63.2509,69.0626,63.817
24982,5.23449,0.553858,63.1624,68.9699,63.7278
24994.5,5.23072,0.553954,63.0739,68.8772,63.6385
25007.1,5.22695,0.55405,62.9854,68.7844,63.5492
25019.6,5.22318,0.554146,62.8969,68.6917,63.46
25032.2,5.21941,0.554243,62.8084,68.599,63.3707
25044.8,5.21564,0.554339,62.7199,68.5062,63.2814
25057.3,5.21187,0.554435,62.6314,68.4135,63.1922
25069.9,5.2081,0.554531,62.5429,68.3208,63.1029
25082.4,5.20433,0.554627,62.4544,68.2281,63.0136
25095,5.20056,0.554724,62.366,68.1353,62.9244
25107.6,5.19679,0.55482,62.2774,68.0426,62.8351
25120.1,5.19302,0.554916,62.189,67.9499,62.7458
25132.7,5.18925,0.555012,62.1005,67.8572,62.6566
25145.2,5.18547,0.555108,62.012,67.7644,62.5673
25157.8,5.1817,0.555205,61.9235,67.6717,62.478
25170.4,5.17793,0.555301,61.835,67.579,62.3888
25182.9,5.17416,0.555397,61.7465,67.4863,62.2995
25195.5,5.17039,0.555493,61.658,67.3935,62.2102
25208,5.16662,0.555589,61.5695,67.3008,62.121
25220.6,5.16285,0.555686,61.481,67.2081,62.0317
25233.2,5.15908,0.555782,61.3925,67.1153,61.9425
25245.7,5.15531,0.555878,61.304,67.0226,61.8532
25258.3,5.15154,0.555974,61.2155,66.9299,61.7639
25270.9,5.14777,0.55607,61.127,66.8372,61.6747
25283.4,5.144,0.556166,61.0385,66.7444,61.5854
25296,5.14023,0.556263,60.95,66.6517,61.4961
25308.5,5.13646,0.556359,60.8615,66.559,61.4069
25321.1,5.13268,0.556455,60.773,66.4662,61.3176
25333.7,5.12899,0.556549,60.6866,66.3759,61.2309
25346.2,5.12548,0.556638,60.6054,66.2913,61.1504
25358.8,5.12197,0.556726,60.5241,66.2067,61.0698
25371.3,5.11846,0.556815,60.4429,66.1221,60.9893
25383.9,5.11495,0.556904,60.3616,66.0375,60.9088
25396.5,5.11145,0.556992,60.2803,65.9529,60.8283
25409,5.10794,0.557081,60.1991,65.8684,60.7477
25421.6,5.10443,0.55717,60.1178,65.7838,60.6672
25434.1,5.10092,0.557258,60.0365,65.6992,60.5867
25446.7,5.09741,0.557347,59.9553,65.6146,60.5062
25459.3,5.0939,0.557436,59.874,65.53,60.4256
25471.8,5.09039,0.557524,59.7928,65.4454,60.3451
25484.4,5.08688,0.557613,59.7115,65.3608,60.2646
25496.9,5.08337,0.557701,59.6302,65.2763,60.1841
25509.5,5.07986,0.55779,59.549,65.1917,60.1035
25522.1,5.07635,0.557879,59.4677,65.1071,60.023
25534.6,5.07285,0.557967,59.3864,65.0225,59.9425
25547.2,5.06934,0.558056,59.3052,64.9379,59.862
25559.8,5.06583,0.558145,59.2239,64.8533,59.7815
25572.3,5.06232,0.558233,59.1426,64.7687,59.7009
25584.9,5.05881,0.558322,59.0614,64.6842,59.6204
25597.4,5.0553,0.558411,58.9801,64.5996,59.5399
25610,5.05179,0.558499,58.8989,64.515,59.4594
25622.6,5.04828,0.558588,58.8176,64.4304,59.3788
25635.1,5.04477,0.558677,58.7363,64.3458,59.2983
25647.7,5.04126,0.558765,58.6551,64.2612,59.2178
25660.2,5.03776,0.558854,58.5738,64.1766,59.1373
25672.8,5.03425,0.558943,58.4925,64.092,59.0567
25685.4,5.03074,0.559031,58.4113,64.0075,58.9762
25697.9,5.02723,0.55912,58.33,63.9229,58.8957
25710.5,5.02372,0.559209,58.2488,63.8383,58.8152
25723,5.02021,0.559297,58.1675,63.7537,58.7347
25735.6,5.0167,0.559386,58.0862,63.6691,58.6541
25748.2,5.01319,0.559475,58.005,63.5845,58.5736
25760.7,5.00968,0.559563,57.9237,63.4999,58.4931
25773.3,5.00617,0.559652,57.8424,63.4153,58.4125
25785.8,5.00267,0.55974,57.7612,63.3308,58.332
25798.4,4.99916,0.559829,57.6799,63.2462,58.2515
25811,4.99565,0.559918,57.5987,63.1616,58.171
25823.5,4.99214,0.560006,57.5174,63.077,58.0904
25836.1,4.98865,0.560093,57.4387,62.9947,58.0117
25848.7,4.98517,0.560178,57.3626,62.915,57.9349
25861.2,4.9817,0.560263,57.2865,62.8352,57.8581
25873.8,4.97823,0.560348,57.2104,62.7554,57.7812
25886.3,4.97476,0.560433,57.1343,62.6756,57.7044
25898.9,4.97129,0.560518,57.0582,62.5958,57.6276
25911.5,4.96781,0.560603,56.9821,62.516,57.5507
25924,4.96434,0.560688,56.906,62.4362,57.4739
25936.6,4.96087,0.560773,56.8299,62.3565,57.3971
25949.1,4.9574,0.560858,56.7538,62.2767,57.3203
25961.7,4.95393,0.560943,56.6777,62.1969,57.2434
25974.3,4.95045,0.561028,56.6017,62.1171,57.1666
25986.8,4.94698,0.561113,56.5256,62.0373,57.0898
25999.4,4.94351,0.561198,56.4495,61.9575,57.0129
26011.9,4.94004,0.561283,56.3734,61.8778,56.9361
26024.5,4.93656,0.561368,56.2973,61.798,56.8593
26037.1,4.93309,0.561453,56.2212,61.7182,56.7825
26049.6,4.92962,0.561538,56.1451,61.6384,56.7056
26062.2,4.92615,0.561623,56.069,61.5586,56.6288
26074.7,4.92268,0.561707,55.9929,61.4788,56.5519
26087.3,4.9192,0.561792,55.9168,61.399,56.4751
26099.9,4.91573,0.561877,55.8407,61.3193,56.3983
26112.4,4.91226,0.561962,55.7646,61.2395,56.3215
26125,4.90879,0.562047,55.6886,61.1597,56.2446
26137.6,4.90532,0.562132,55.6125,61.0799,56.1678
26150.1,4.90184,0.562217,55.5364,61.0001,56.091
26162.7,4.89837,0.562302,55.4603,60.9203,56.0142
26175.2,4.8949,0.562387,55.3842,60.8405,55.9373
26187.8,4.89143,0.562472,55.3081,60.7608,55.8605
26200.4,4.88796,0.562557,55.232,60.681,55.7837
26212.9,4.88448,0.562642,55.1559,60.6012,55.7068
26225.5,4.88101,0.562727,55.0798,60.5214,55.63
26238,4.87754,0.562812,55.0037,60.4416,55.5532
26250.6,4.87407,0.562897,54.9277,60.3618,55.4763
26263.2,4.87059,0.562982,54.8515,60.2821,55.3995
26275.7,4.86712,0.563067,54.7755,60.2023,55.3227
26288.3,4.86365,0.563152,54.6994,60.1225,55.2459
26300.8,4.86018,0.563237,54.6233,60.0427,55.169
26313.4,4.85671,0.563322,54.5472,59.9629,55.0922
26326,4.85323,0.563407,54.4711,59.8831,55.0154
26338.5,4.84992,0.563489,54.3988,59.8077,54.9434
26351.1,4.84669,0.563571,54.3283,59.7343,54.8738
26363.6,4.84346,0.563652,54.2578,59.661,54.8041
26376.2,4.84022,0.563734,54.1873,59.5876,54.7345
26388.8,4.83699,0.563815,54.1169,59.5142,54.6648
26401.3,4.83375,0.563897,54.0464,59.4409,54.5952
26413.9,4.83052,0.563978,53.9759,59.3675,54.5255
26426.5,4.82729,0.56406,53.9054,59.2941,54.4558
26439,4.82405,0.564141,53.8349,59.2207,54.3862
26451.6,4.82082,0.564223,53.7644,59.1474,54.3166
26464.1,4.81758,0.564304,53.6939,59.074,54.2469
26476.7,4.81435,0.564386,53.6234,59.0006,54.1773
26489.3,4.81112,0.564467,53.5529,58.9273,54.1076
26501.8,4.80788,0.564549,53.4824,58.8539,54.038
26514.4,4.80465,0.56463,53.4119,58.7805,53.9683
26526.9,4.80141,0.564712,53.3414,58.7071,53.8987
26539.5,4.79818,0.564793,53.271,58.6338,53.829
26552.1,4.79495,0.564875,53.2005,58.5604,53.7593
26564.6,4.79171,0.564956,53.13,58.487,53.6897
26577.2,4.78848,0.565038,53.0595,58.4137,53.6201
26589.7,4.78525,0.565119,52.989,58.3403,53.5504
26602.3,4.78201,0.565201,52.9185,58.2669,53.4808
26614.9,4.77878,0.565282,52.848,58.1936,53.4111
26627.4,4.77554,0.565364,52.7775,58.1202,53.3415
26640,4.77231,0.565445,52.707,58.0468,53.2718
26652.5,4.76908,0.565527,52.6365,57.9735,53.2022
26665.1,4.76584,0.565608,52.566,57.9001,53.1325
26677.7,4.76261,0.56569,52.4955,57.8267,53.0628
26690.2,4.75938,0.565771,52.4251,57.7533,52.9932
26702.8,4.75614,0.565853,52.3546,57.68,52.9236
26715.3,4.75302,0.565931,167.06,172.383,167.63
26727.9,4.74978,0.566014,166.86,172.18,167.43
26740.5,4.74655,0.566096,166.66,171.977,167.23
26753,4.74331,0.566179,166.459,171.774,167.03
26765.6,4.74007,0.566261,166.259,171.571,166.83
26778.2,4.73683,0.566344,166.059,171.368,166.63
26790.7,4.7336,0.566426,165.859,171.165,166.43
26803.3,4.73036,0.566509,165.658,170.962,166.23
26815.8,4.72712,0.566591,165.458,170.759,166.03
26828.4,4.72389,0.566674,165.258,170.556,165.83
26841,4.72065,0.566756,165.057,170.353,165.631
26853.5,4.71744,0.566839,164.858,170.15,165.432
26866.1,4.71432,0.56692,164.661,169.95,165.235
26878.6,4.71119,0.567002,164.465,169.75,165.038
26891.2,4.70807,0.567084,164.268,169.551,164.841
26903.8,4.70494,0.567165,164.071,169.351,164.644
26916.3,4.70181,0.567247,163.874,169.151,164.448
26928.9,4.69869,0.567329,163.677,168.951,164.251
26941.4,4.69556,0.56741,163.481,168.751,164.054
26954,4.69244,0.567492,163.284,168.551,163.857
26966.6,4.68931,0.567574,163.087,168.351,163.661
26979.1,4.68619,0.567655,162.89,168.151,163.464
26991.7,4.68306,0.567737,162.694,167.951,163.267
27004.2,4.67994,0.567819,162.497,167.751,163.07
27016.8,4.67681,0.5679,162.3,167.551,162.874
27029.4,4.67369,0.567982,162.103,167.351,162.677
27041.9,4.67056,0.568064,161.907,167.151,162.48
27054.5,4.66743,0.568146,161.71,166.951,162.283
27067.1,4.66431,0.568227,161.513,166.751,162.087
27079.6,4.66118,0.568309,161.316,166.551,161.89
27092.2,4.65806,0.568391,161.12,166.351,161.693
27104.7,4.65493,0.568472,160.923,166.151,161.496
27117.3,4.65181,0.568554,160.726,165.951,161.299
27129.9,4.64868,0.568636,160.529,165.751,161.103
27142.4,4.64556,0.568717,160.333,165.551,160.906
27155,4.64243,0.568799,160.136,165.351,160.709
