X: PhotonEnergy [eV],Y: XCOM:Rayle...nt)[cm^-1],Y: XCOM:Compt...nt)[cm^-1],Y: XCOM:Photo...ric[cm^-1],Y: XCOM:Total...ion[cm^-1],Y: XCOM:Total...Coh[cm^-1]
41763.2,2.45561,0.628927,97.9036,100.99,98.5359
41775.8,2.45447,0.62896,97.8224,100.908,98.4546
41788.4,2.45332,0.628992,97.7411,100.825,98.3733
41800.9,2.45218,0.629024,97.6599,100.743,98.2921
41813.5,2.45103,0.629057,97.5786,100.66,98.2108
41826,2.44989,0.629089,97.4973,100.578,98.1295
41838.6,2.44874,0.629121,97.4161,100.496,98.0483
41851.2,2.4476,0.629154,97.3348,100.413,97.967
41863.7,2.44645,0.629186,97.2535,100.331,97.8858
41876.3,2.44531,0.629218,97.1723,100.248,97.8045
41888.8,2.44416,0.629251,97.091,100.166,97.7232
41901.4,2.44302,0.629283,97.0097,100.084,97.642
41914,2.44189,0.629314,96.9303,100.003,97.5626
41926.5,2.4408,0.629344,96.8549,99.9264,97.4874
41939.1,2.43971,0.629373,96.7794,99.8498,97.4122
41951.7,2.43862,0.629402,96.7039,99.7732,97.3369
41964.2,2.43753,0.629431,96.6285,99.6967,97.2617
41976.8,2.43644,0.629461,96.5531,99.6201,97.1865
41989.3,2.43535,0.62949,96.4776,99.5435,97.1113
42001.9,2.43426,0.629519,96.4021,99.4669,97.036
42014.5,2.43317,0.629549,96.3267,99.3903,96.9608
42027,2.43208,0.629578,96.2512,99.3138,96.8856
42039.6,2.43099,0.629607,96.1758,99.2372,96.8104
42052.1,2.4299,0.629636,96.1003,99.1606,96.7351
42064.7,2.42881,0.629666,96.0249,99.084,96.6599
42077.3,2.42772,0.629695,95.9494,99.0075,96.5847
42089.8,2.42663,0.629724,95.874,98.9309,96.5095
42102.4,2.42554,0.629753,95.7985,98.8543,96.4342
42114.9,2.42445,0.629783,95.7231,98.7777,96.359
42127.5,2.42336,0.629812,95.6476,98.7011,96.2838
42140.1,2.42227,0.629841,95.5722,98.6246,96.2086
42152.6,2.42118,0.629871,95.4967,98.548,96.1333
42165.2,2.42009,0.6299,95.4213,98.4714,96.0581
42177.7,2.419,0.629929,95.3458,98.3949,95.9829
42190.3,2.41791,0.629958,95.2704,98.3182,95.9076
42202.9,2.41682,0.629988,95.1949,98.2417,95.8324
42215.4,2.41573,0.630017,95.1195,98.1651,95.7572
42228,2.41464,0.630046,95.044,98.0885,95.682
42240.5,2.41355,0.630076,94.9686,98.012,95.6068
42253.1,2.41246,0.630105,94.8931,97.9354,95.5315
42265.7,2.41137,0.630134,94.8177,97.8588,95.4563
42278.2,2.41028,0.630163,94.7422,97.7822,95.3811
42290.8,2.40919,0.630193,94.6668,97.7056,95.3058
42303.4,2.4081,0.630222,94.5913,97.6291,95.2306
42315.9,2.407,0.630251,94.5158,97.5525,95.1554
42328.5,2.40592,0.63028,94.4404,97.4759,95.0802
42341,2.40482,0.63031,94.365,97.3993,95.0049
42353.6,2.40373,0.630339,94.2895,97.3227,94.9297
42366.2,2.40264,0.630368,94.2141,97.2462,94.8545
42378.7,2.40155,0.630398,94.1386,97.1696,94.7793
42391.3,2.40046,0.630427,94.0631,97.093,94.704
42403.8,2.39937,0.630456,93.9877,97.0164,94.6288
42416.4,2.39828,0.630485,93.9123,96.9399,94.5536
42429,2.39719,0.630515,93.8368,96.8633,94.4784
42441.5,2.3961,0.630544,93.7613,96.7867,94.4031
42454.1,2.39501,0.630573,93.6859,96.7101,94.3279
42466.6,2.39392,0.630603,93.6105,96.6336,94.2527
42479.2,2.39283,0.630632,93.535,96.557,94.1775
42491.8,2.39174,0.630661,93.4595,96.4804,94.1022
42504.3,2.39065,0.63069,93.3841,96.4038,94.027
42516.9,2.38956,0.63072,93.3086,96.3272,93.9518
42529.4,2.38847,0.630749,93.2332,96.2507,93.8765
42542,2.38738,0.630778,93.1578,96.1741,93.8013
42554.6,2.38629,0.630808,93.0823,96.0975,93.7261
42567.1,2.3852,0.630837,93.0068,96.0209,93.6509
42579.7,2.38411,0.630866,92.9314,95.9444,93.5756
42592.3,2.38302,0.630895,92.8559,95.8678,93.5004
42604.8,2.38193,0.630925,92.7805,95.7912,93.4252
42617.4,2.38084,0.630954,92.7051,95.7146,93.35
42629.9,2.37975,0.630983,92.6296,95.638,93.2747
42642.5,2.37866,0.631012,92.5541,95.5615,93.1995
42655.1,2.37757,0.631042,92.4787,95.4849,93.1243
42667.6,2.37648,0.631071,92.4032,95.4083,93.0491
42680.2,2.37539,0.6311,92.3278,95.3318,92.9738
42692.7,2.3743,0.63113,92.2523,95.2551,92.8986
42705.3,2.37321,0.631159,92.1769,95.1786,92.8234
42717.9,2.37212,0.631188,92.1014,95.102,92.7481
42730.4,2.37103,0.631217,92.0261,95.0256,92.6731
42743,2.36999,0.631246,91.9552,94.9537,92.6019
42755.5,2.36894,0.631275,91.8841,94.8818,92.5306
42768.1,2.36789,0.631304,91.8132,94.81,92.4594
42780.7,2.36684,0.631333,91.7422,94.7381,92.3883
42793.2,2.36579,0.631362,91.6712,94.6662,92.317
42805.8,2.36475,0.631391,91.6002,94.5944,92.2458
42818.4,2.3637,0.63142,91.5292,94.5225,92.1746
42830.9,2.36265,0.631449,91.4583,94.4506,92.1034
42843.5,2.3616,0.631478,91.3873,94.3787,92.0322
42856,2.36055,0.631507,91.3163,94.3069,91.961
42868.6,2.3595,0.631536,91.2453,94.235,91.8898
42881.2,2.35846,0.631565,91.1743,94.1631,91.8186
42893.7,2.35741,0.631594,91.1033,94.0912,91.7474
42906.3,2.35636,0.631622,91.0324,94.0194,91.6762
42918.8,2.35531,0.631651,90.9614,93.9475,91.605
42931.4,2.35426,0.63168,90.8904,93.8756,91.5338
42944,2.35322,0.631709,90.8194,93.8038,91.4626
42956.5,2.35217,0.631738,90.7484,93.7319,91.3914
42969.1,2.35112,0.631767,90.6775,93.66,91.3202
42981.6,2.35007,0.631796,90.6065,93.5882,91.249
42994.2,2.34902,0.631825,90.5355,93.5163,91.1778
43006.8,2.34798,0.631854,90.4645,93.4444,91.1066
43019.3,2.34693,0.631883,90.3935,93.3725,91.0353
43031.9,2.34588,0.631912,90.3225,93.3007,90.9641
43044.4,2.34483,0.631941,90.2516,93.2288,90.893
43057,2.34378,0.63197,90.1806,93.1569,90.8217
43069.6,2.34274,0.631998,90.1096,93.085,90.7505
43082.1,2.34169,0.632027,90.0386,93.0132,90.6793
43094.7,2.34064,0.632056,89.9676,92.9413,90.6081
43107.2,2.33959,0.632085,89.8967,92.8694,90.5369
43119.8,2.33854,0.632114,89.8257,92.7976,90.4657
43132.4,2.3375,0.632143,89.7547,92.7257,90.3945
43144.9,2.33645,0.632172,89.6837,92.6538,90.3233
43157.5,2.3354,0.632201,89.6127,92.5819,90.2521
43170.1,2.33435,0.63223,89.5418,92.5101,90.1809
43182.6,2.3333,0.632259,89.4708,92.4382,90.1097
43195.2,2.33226,0.632288,89.3998,92.3663,90.0385
43207.7,2.33121,0.632317,89.3288,92.2944,89.9673
43220.3,2.33016,0.632346,89.2578,92.2226,89.8961
43232.9,2.32911,0.632375,89.1868,92.1507,89.8249
43245.4,2.32806,0.632403,89.1159,92.0788,89.7537
43258,2.32702,0.632432,89.0449,92.0069,89.6824
43270.5,2.32597,0.632461,88.9739,91.9351,89.6113
43283.1,2.32492,0.63249,88.9029,91.8632,89.5401
43295.7,2.32387,0.632519,88.8319,91.7913,89.4689
43308.2,2.32282,0.632548,88.761,91.7195,89.3977
43320.8,2.32177,0.632577,88.6899,91.6476,89.3264
43333.3,2.32073,0.632606,88.619,91.5757,89.2552
43345.9,2.31968,0.632635,88.548,91.5039,89.184
43358.5,2.31863,0.632664,88.477,91.432,89.1128
43371,2.31758,0.632693,88.406,91.3601,89.0416
43383.6,2.31653,0.632722,88.335,91.2882,88.9704
43396.1,2.31549,0.632751,88.2641,91.2163,88.8992
43408.7,2.31444,0.632779,88.1931,91.1445,88.828
43421.3,2.31339,0.632808,88.1221,91.0726,88.7568
43433.8,2.31234,0.632837,88.0511,91.0007,88.6856
43446.4,2.31129,0.632866,87.9801,90.9289,88.6144
43459,2.31025,0.632895,87.9091,90.857,88.5432
43471.5,2.3092,0.632924,87.8382,90.7851,88.472
43484.1,2.30815,0.632953,87.7672,90.7133,88.4008
43496.6,2.3071,0.632982,87.6962,90.6414,88.3296
43509.2,2.30605,0.633011,87.6252,90.5695,88.2584
43521.8,2.30501,0.63304,87.5542,90.4976,88.1872
43534.3,2.30396,0.633069,87.4833,90.4258,88.116
43546.9,2.30291,0.633098,87.4123,90.3539,88.0448
43559.4,2.30186,0.633127,87.3413,90.282,87.9736
43572,2.30087,0.633155,87.276,90.2156,87.9082
43584.6,2.29989,0.633183,87.2109,90.1495,87.8431
43597.1,2.2989,0.63321,87.1458,90.0833,87.7781
43609.7,2.29792,0.633238,87.0808,90.0172,87.713
43622.2,2.29693,0.633266,87.0157,89.951,87.6479
43634.8,2.29595,0.633294,86.9506,89.8849,87.5829
43647.4,2.29496,0.633322,86.8856,89.8188,87.5178
43659.9,2.29397,0.63335,86.8205,89.7526,87.4527
43672.5,2.29299,0.633378,86.7554,89.6865,87.3877
43685,2.292,0.633406,86.6904,89.6203,87.3226
43697.6,2.29102,0.633434,86.6253,89.5542,87.2575
43710.2,2.29003,0.633462,86.5602,89.488,87.1924
43722.7,2.28905,0.63349,86.4951,89.4219,87.1274
43735.3,2.28806,0.633518,86.4301,89.3558,87.0623
43747.8,2.28707,0.633545,86.365,89.2896,86.9972
43760.4,2.28609,0.633573,86.2999,89.2234,86.9322
43773,2.2851,0.633601,86.2348,89.1573,86.8671
43785.5,2.28412,0.633629,86.1698,89.0912,86.802
43798.1,2.28313,0.633657,86.1047,89.025,86.737
43810.7,2.28215,0.633685,86.0397,88.9589,86.6719
43823.2,2.28116,0.633713,85.9746,88.8927,86.6068
43835.8,2.28017,0.633741,85.9095,88.8266,86.5417
43848.3,2.27919,0.633769,85.8444,88.7605,86.4767
43860.9,2.2782,0.633797,85.7794,88.6943,86.4116
43873.5,2.27722,0.633825,85.7143,88.6282,86.3465
43886,2.27623,0.633853,85.6492,88.562,86.2814
43898.6,2.27525,0.63388,85.5841,88.4959,86.2164
43911.1,2.27426,0.633908,85.5191,88.4297,86.1513
43923.7,2.27327,0.633936,85.454,88.3636,86.0863
43936.3,2.27229,0.633964,85.3889,88.2975,86.0212
43948.8,2.2713,0.633992,85.3239,88.2313,85.9561
43961.4,2.27032,0.63402,85.2588,88.1652,85.891
43973.9,2.26933,0.634048,85.1937,88.099,85.826
43986.5,2.26835,0.634076,85.1287,88.0329,85.7609
43999.1,2.26736,0.634104,85.0636,87.9667,85.6958
44011.6,2.26637,0.634132,84.9985,87.9006,85.6308
44024.2,2.26539,0.63416,84.9334,87.8344,85.5657
44036.8,2.2644,0.634188,84.8684,87.7683,85.5006
44049.3,2.26342,0.634215,84.8033,87.7022,85.4356
44061.9,2.26243,0.634243,84.7382,87.636,85.3705
44074.4,2.26145,0.634271,84.6732,87.5699,85.3054
44087,2.26046,0.634299,84.6081,87.5037,85.2403
44099.6,2.25947,0.634327,84.543,87.4376,85.1753
44112.1,2.25849,0.634355,84.478,87.3715,85.1102
44124.7,2.2575,0.634383,84.4129,87.3053,85.0451
44137.2,2.25652,0.634411,84.3478,87.2391,84.9801
44149.8,2.25553,0.634439,84.2828,87.173,84.915
44162.4,2.25455,0.634467,84.2177,87.1069,84.8499
44174.9,2.25356,0.634495,84.1526,87.0407,84.7849
44187.5,2.25257,0.634522,84.0876,86.9746,84.7198
44200,2.25159,0.63455,84.0225,86.9084,84.6547
44212.6,2.2506,0.634578,83.9574,86.8423,84.5896
44225.2,2.24962,0.634606,83.8923,86.7761,84.5246
44237.7,2.24863,0.634634,83.8273,86.71,84.4595
44250.3,2.24765,0.634662,83.7622,86.6439,84.3945
44262.8,2.24666,0.63469,83.6971,86.5777,84.3294
44275.4,2.24567,0.634718,83.632,86.5116,84.2643
44288,2.24469,0.634746,83.567,86.4454,84.1992
44300.5,2.2437,0.634774,83.5019,86.3793,84.1342
44313.1,2.24272,0.634802,83.4369,86.3132,84.0691
44325.6,2.24173,0.63483,83.3718,86.247,84.004
44338.2,2.24075,0.634858,83.3067,86.1809,83.9389
44350.8,2.23976,0.634885,83.2416,86.1147,83.8739
44363.3,2.23877,0.634913,83.1766,86.0486,83.8088
44375.9,2.23779,0.634941,83.1115,85.9824,83.7438
44388.4,2.2368,0.634969,83.0464,85.9163,83.6787
44401,2.23582,0.634997,82.9813,85.8501,83.6136
44413.6,2.23483,0.635025,82.9163,85.784,83.5485
44426.1,2.23386,0.635052,82.8527,85.7194,83.485
44438.7,2.2329,0.635078,82.7906,85.6565,83.4232
44451.3,2.23194,0.635103,82.7286,85.5936,83.3614
44463.8,2.23098,0.635129,82.6665,85.5306,83.2995
44476.4,2.23002,0.635155,82.6044,85.4677,83.2376
44488.9,2.22906,0.635181,82.5424,85.4048,83.1758
44501.5,2.2281,0.635207,82.4803,85.3419,83.1139
44514.1,2.22714,0.635232,82.4183,85.279,83.0521
44526.6,2.22618,0.635258,82.3562,85.216,82.9902
44539.2,2.22522,0.635284,82.2941,85.1531,82.9284
44551.7,2.22426,0.63531,82.2321,85.0902,82.8666
44564.3,2.2233,0.635335,82.17,85.0273,82.8047
44576.9,2.22234,0.635361,82.1079,84.9644,82.7429
44589.4,2.22138,0.635387,82.0458,84.9014,82.681
44602,2.22042,0.635413,81.9838,84.8385,82.6191
44614.5,2.21946,0.635439,81.9217,84.7756,82.5573
44627.1,2.2185,0.635464,81.8597,84.7127,82.4955
44639.7,2.21754,0.63549,81.7976,84.6497,82.4336
44652.2,2.21658,0.635516,81.7355,84.5868,82.3717
44664.8,2.21562,0.635542,81.6735,84.5239,82.3099
44677.4,2.21466,0.635567,81.6114,84.461,82.2481
44689.9,2.2137,0.635593,81.5493,84.3981,82.1862
44702.5,2.21274,0.635619,81.4873,84.3351,82.1244
44715,2.21178,0.635645,81.4252,84.2722,82.0625
44727.6,2.21082,0.63567,81.3632,84.2093,82.0007
44740.2,2.20986,0.635696,81.3011,84.1464,81.9388
44752.7,2.2089,0.635722,81.2391,84.0835,81.877
44765.3,2.20794,0.635748,81.177,84.0205,81.8151
44777.8,2.20698,0.635773,81.1149,83.9576,81.7533
44790.4,2.20602,0.635799,81.0528,83.8947,81.6914
44803,2.20506,0.635825,80.9908,83.8318,81.6296
44815.5,2.2041,0.635851,80.9287,83.7688,81.5677
44828.1,2.20314,0.635877,80.8667,83.7059,81.5059
44840.6,2.20218,0.635902,80.8046,83.643,81.444
44853.2,2.20122,0.635928,80.7425,83.5801,81.3822
44865.8,2.20026,0.635954,80.6805,83.5171,81.3203
44878.3,2.1993,0.63598,80.6184,83.4542,81.2585
44890.9,2.19834,0.636005,80.5564,83.3913,81.1967
44903.4,2.19738,0.636031,80.4943,83.3284,81.1348
44916,2.19642,0.636057,80.4322,83.2655,81.0729
44928.6,2.19546,0.636083,80.3701,83.2025,81.0111
44941.1,2.1945,0.636109,80.3081,83.1396,80.9492
44953.7,2.19354,0.636134,80.246,83.0767,80.8874
44966.3,2.19258,0.63616,80.1839,83.0137,80.8255
44978.8,2.19162,0.636186,80.1219,82.9508,80.7637
44991.4,2.19066,0.636212,80.0598,82.8879,80.7018
45003.9,2.1897,0.636237,79.9978,82.825,80.64
45016.5,2.18874,0.636263,79.9357,82.7621,80.5782
45029.1,2.18778,0.636289,79.8736,82.6991,80.5163
45041.6,2.18682,0.636315,79.8116,82.6362,80.4545
45054.2,2.18586,0.63634,79.7495,82.5733,80.3926
45066.7,2.1849,0.636366,79.6875,82.5104,80.3308
45079.3,2.18394,0.636392,79.6254,82.4475,80.2689
45091.9,2.18298,0.636418,79.5633,82.3845,80.207
45104.4,2.18202,0.636444,79.5013,82.3216,80.1452
45117,2.18106,0.636469,79.4392,82.2587,80.0834
45129.5,2.1801,0.636495,79.3771,82.1958,80.0215
45142.1,2.17914,0.636521,79.3151,82.1329,79.9597
45154.7,2.17818,0.636547,79.253,82.0699,79.8978
45167.2,2.17722,0.636572,79.1909,82.007,79.836
45179.8,2.17626,0.636598,79.1289,81.9441,79.7741
45192.3,2.1753,0.636624,79.0668,81.8812,79.7123
45204.9,2.17434,0.63665,79.0048,81.8182,79.6504
45217.5,2.17338,0.636675,78.9427,81.7553,79.5886
45230,2.17242,0.636701,78.8806,81.6924,79.5267
45242.6,2.17146,0.636727,78.8186,81.6295,79.4649
45255.1,2.1705,0.636753,78.7565,81.5666,79.403
45267.7,2.16954,0.636779,78.6944,81.5036,79.3412
45280.3,2.16858,0.636804,78.6325,81.4408,79.2794
45292.8,2.16768,0.636829,78.5756,81.3831,79.2224
45305.4,2.16677,0.636854,78.5188,81.3254,79.1653
45318,2.16587,0.636879,78.4619,81.2678,79.1082
45330.5,2.16496,0.636904,78.4051,81.2101,79.0512
45343.1,2.16406,0.636929,78.3482,81.1524,78.9941
45355.6,2.16315,0.636954,78.2913,81.0947,78.937
45368.2,2.16225,0.636979,78.2345,81.037,78.88
45380.8,2.16135,0.637003,78.1776,80.9793,78.8229
45393.3,2.16044,0.637028,78.1208,80.9216,78.7658
45405.9,2.15954,0.637053,78.0639,80.8639,78.7088
45418.4,2.15863,0.637078,78.007,80.8062,78.6517
45431,2.15773,0.637103,77.9502,80.7485,78.5946
45443.6,2.15682,0.637128,77.8933,80.6909,78.5376
45456.1,2.15592,0.637153,77.8365,80.6332,78.4805
45468.7,2.15501,0.637178,77.7796,80.5755,78.4234
45481.2,2.15411,0.637203,77.7227,80.5178,78.3664
45493.8,2.1532,0.637228,77.6659,80.4601,78.3093
45506.4,2.1523,0.637253,77.609,80.4024,78.2522
45518.9,2.15139,0.637277,77.5522,80.3447,78.1952
45531.5,2.15049,0.637302,77.4953,80.287,78.1381
45544.1,2.14958,0.637327,77.4385,80.2293,78.081
45556.6,2.14868,0.637352,77.3816,80.1717,78.024
45569.2,2.14777,0.637377,77.3247,80.114,77.9669
45581.7,2.14687,0.637402,77.2679,80.0563,77.9099
45594.3,2.14596,0.637427,77.211,79.9986,77.8528
45606.9,2.14506,0.637452,77.1542,79.9409,77.7957
45619.4,2.14415,0.637477,77.0973,79.8832,77.7386
45632,2.14325,0.637502,77.0404,79.8255,77.6816
45644.5,2.14235,0.637526,76.9836,79.7679,77.6245
45657.1,2.14144,0.637551,76.9267,79.7101,77.5674
45669.7,2.14054,0.637576,76.8699,79.6525,77.5104
45682.2,2.13963,0.637601,76.813,79.5948,77.4533
45694.8,2.13873,0.637626,76.7561,79.5371,77.3962
45707.3,2.13782,0.637651,76.6993,79.4794,77.3392
45719.9,2.13692,0.637676,76.6424,79.4217,77.2821
45732.5,2.13601,0.637701,76.5856,79.364,77.225
45745,2.13511,0.637726,76.5287,79.3063,77.168
45757.6,2.1342,0.637751,76.4719,79.2487,77.1109
45770.1,2.1333,0.637775,76.415,79.191,77.0539
45782.7,2.13239,0.6378,76.3581,79.1333,76.9968
45795.3,2.13149,0.637825,76.3013,79.0756,76.9397
45807.8,2.13058,0.63785,76.2444,79.0179,76.8827
45820.4,2.12968,0.637875,76.1876,78.9602,76.8256
45832.9,2.12877,0.6379,76.1307,78.9025,76.7685
45845.5,2.12787,0.637925,76.0738,78.8448,76.7114
45858.1,2.12696,0.63795,76.017,78.7871,76.6544
45870.6,2.12606,0.637975,75.9601,78.7294,76.5973
45883.2,2.12515,0.638,75.9033,78.6718,76.5403
45895.8,2.12425,0.638024,75.8464,78.6141,76.4832
45908.3,2.12335,0.638049,75.7896,78.5564,76.4261
45920.9,2.12244,0.638074,75.7327,78.4987,76.3691
45933.4,2.12154,0.638099,75.6758,78.441,76.312
45946,2.12063,0.638124,75.619,78.3833,76.2549
45958.6,2.11973,0.638149,75.5621,78.3256,76.1979
45971.1,2.11882,0.638174,75.5052,78.2679,76.1408
45983.7,2.11792,0.638199,75.4484,78.2103,76.0837
45996.2,2.11701,0.638224,75.3915,78.1525,76.0266
46008.8,2.11611,0.638249,75.3347,78.0949,75.9696
46021.4,2.1152,0.638273,75.2778,78.0372,75.9125
46033.9,2.1143,0.638298,75.221,77.9795,75.8554
46046.5,2.11339,0.638323,75.1641,77.9218,75.7984
46059,2.11249,0.638348,75.1072,77.8641,75.7413
46071.6,2.11158,0.638373,75.0504,77.8064,75.6843
46084.2,2.11068,0.638398,74.9935,77.7487,75.6272
46096.7,2.10977,0.638423,74.9367,77.691,75.5701
46109.3,2.10887,0.638448,74.8798,77.6334,75.5131
46121.8,2.10796,0.638473,74.823,77.5757,75.456
46134.4,2.10706,0.638498,74.7661,77.518,75.3989
46147,2.10615,0.638523,74.7092,77.4603,75.3419
46159.5,2.10525,0.638547,74.6524,77.4026,75.2848
46172.1,2.10435,0.638572,74.5961,77.3454,75.2283
46184.7,2.10348,0.638595,74.5425,77.2909,75.1748
46197.2,2.10261,0.638617,74.4889,77.2363,75.1212
46209.8,2.10174,0.63864,74.4354,77.1817,75.0676
46222.3,2.10087,0.638662,74.3818,77.1271,75.0141
46234.9,2.1,0.638685,74.3283,77.0725,74.9605
46247.5,2.09913,0.638707,74.2747,77.0179,74.907
46260,2.09826,0.63873,74.2212,76.9633,74.8534
46272.6,2.09739,0.638753,74.1676,76.9088,74.7999
46285.1,2.09652,0.638775,74.114,76.8542,74.7463
46297.7,2.09565,0.638798,74.0605,76.7996,74.6927
46310.3,2.09478,0.63882,74.0069,76.745,74.6392
46322.8,2.09391,0.638843,73.9534,76.6904,74.5856
46335.4,2.09304,0.638865,73.8998,76.6358,74.5321
46347.9,2.09217,0.638888,73.8462,76.5812,74.4785
46360.5,2.0913,0.63891,73.7927,76.5266,74.4249
46373.1,2.09043,0.638933,73.7391,76.4721,74.3714
46385.6,2.08956,0.638956,73.6856,76.4175,74.3178
46398.2,2.08869,0.638978,73.632,76.3629,74.2643
46410.8,2.08782,0.639001,73.5784,76.3083,74.2107
46423.3,2.08695,0.639023,73.5249,76.2537,74.1571
46435.9,2.08608,0.639046,73.4713,76.1991,74.1036
46448.4,2.08521,0.639069,73.4178,76.1446,74.05
46461,2.08434,0.639091,73.3642,76.09,73.9965
46473.6,2.08347,0.639114,73.3106,76.0354,73.9429
46486.1,2.0826,0.639136,73.2571,75.9808,73.8893
46498.7,2.08173,0.639159,73.2035,75.9262,73.8358
46511.2,2.08086,0.639181,73.15,75.8716,73.7822
46523.8,2.07999,0.639204,73.0964,75.8171,73.7287
46536.4,2.07912,0.639227,73.0428,75.7625,73.6751
46548.9,2.07825,0.639249,72.9893,75.7079,73.6215
46561.5,2.07738,0.639272,72.9357,75.6533,73.568
46574,2.07651,0.639294,72.8822,75.5987,73.5144
46586.6,2.07564,0.639317,72.8286,75.5441,73.4609
46599.2,2.07477,0.639339,72.775,75.4895,73.4073
46611.7,2.0739,0.639362,72.7215,75.4349,73.3537
46624.3,2.07303,0.639385,72.6679,75.3804,73.3002
46636.8,2.07216,0.639407,72.6144,75.3258,73.2466
46649.4,2.07129,0.63943,72.5608,75.2712,73.1931
46662,2.07042,0.639452,72.5072,75.2166,73.1395
46674.5,2.06955,0.639475,72.4537,75.162,73.0859
46687.1,2.06868,0.639497,72.4001,75.1074,73.0324
46699.6,2.06781,0.63952,72.3466,75.0528,72.9788
46712.2,2.06694,0.639543,72.293,74.9983,72.9253
46724.8,2.06607,0.639565,72.2394,74.9437,72.8717
46737.3,2.0652,0.639588,72.1859,74.8891,72.8181
46749.9,2.06433,0.63961,72.1323,74.8345,72.7646
46762.5,2.06346,0.639633,72.0788,74.7799,72.711
46775,2.06259,0.639655,72.0252,74.7253,72.6575
46787.6,2.06172,0.639678,71.9717,74.6708,72.6039
46800.1,2.06085,0.639701,71.9181,74.6162,72.5503
46812.7,2.05998,0.639723,71.8646,74.5616,72.4968
46825.3,2.05911,0.639746,71.811,74.507,72.4432
46837.8,2.05824,0.639768,71.7574,74.4524,72.3897
46850.4,2.05737,0.639791,71.7039,74.3978,72.3361
46862.9,2.0565,0.639813,71.6503,74.3432,72.2825
46875.5,2.05563,0.639836,71.5968,74.2887,72.229
46888.1,2.05476,0.639859,71.5432,74.2341,72.1754
46900.6,2.05389,0.639881,71.4896,74.1795,72.1219
46913.2,2.05302,0.639904,71.4361,74.1249,72.0683
46925.7,2.05215,0.639926,71.3825,74.0703,72.0147
46938.3,2.05128,0.639949,71.329,74.0157,71.9612
46950.9,2.05041,0.639971,71.2754,73.9612,71.9076
46963.4,2.04954,0.639994,71.2218,73.9066,71.8541
46976,2.04867,0.640017,71.1683,73.852,71.8005
46988.5,2.0478,0.640039,71.1147,73.7974,71.747
47001.1,2.04693,0.640062,71.0612,73.7428,71.6934
47013.7,2.04606,0.640084,71.0076,73.6882,71.6399
47026.2,2.04519,0.640107,70.9541,73.6337,71.5863
47038.8,2.04432,0.640129,70.9005,73.579,71.5327
47051.4,2.04345,0.640152,70.8469,73.5245,71.4792
47063.9,2.04258,0.640175,70.7934,73.4699,71.4256
47076.5,2.04172,0.640197,70.7418,73.4174,71.374
47089,2.04089,0.640219,70.692,73.3668,71.3242
47101.6,2.04006,0.640241,70.6422,73.3162,71.2744
47114.2,2.03922,0.640263,70.5924,73.2656,71.2246
47126.7,2.03839,0.640285,70.5426,73.215,71.1748
47139.3,2.03756,0.640307,70.4928,73.1644,71.1251
47151.8,2.03673,0.640329,70.4431,73.1138,71.0753
47164.4,2.03589,0.640351,70.3932,73.0632,71.0255
47177,2.03506,0.640374,70.3435,73.0126,70.9757
47189.5,2.03423,0.640396,70.2937,72.9621,70.9259
47202.1,2.03339,0.640418,70.2439,72.9115,70.8761
47214.6,2.03256,0.64044,70.1941,72.8609,70.8264
47227.2,2.03173,0.640462,70.1443,72.8103,70.7766
47239.8,2.03089,0.640484,70.0945,72.7597,70.7268
47252.3,2.03006,0.640506,70.0448,72.7091,70.677
47264.9,2.02923,0.640528,69.995,72.6585,70.6272
47277.4,2.02839,0.64055,69.9452,72.6079,70.5774
47290,2.02756,0.640572,69.8954,72.5573,70.5276
47302.6,2.02673,0.640594,69.8456,72.5068,70.4779
47315.1,2.0259,0.640616,69.7958,72.4562,70.4281
47327.7,2.02506,0.640639,69.746,72.4056,70.3783
47340.2,2.02423,0.640661,69.6963,72.355,70.3285
47352.8,2.0234,0.640683,69.6465,72.3044,70.2787
47365.4,2.02256,0.640705,69.5967,72.2538,70.2289
47377.9,2.02173,0.640727,69.5469,72.2032,70.1792
47390.5,2.0209,0.640749,69.4971,72.1527,70.1294
47403.1,2.02006,0.640771,69.4473,72.1021,70.0796
47415.6,2.01923,0.640793,69.3975,72.0515,70.0298
47428.2,2.0184,0.640815,69.3478,72.0009,69.98
47440.7,2.01756,0.640837,69.298,71.9503,69.9302
47453.3,2.01673,0.640859,69.2482,71.8997,69.8804
47465.9,2.0159,0.640881,69.1984,71.8491,69.8307
47478.4,2.01506,0.640904,69.1486,71.7985,69.7809
47491,2.01423,0.640926,69.0988,71.7479,69.7311
47503.5,2.0134,0.640948,69.049,71.6973,69.6813
47516.1,2.01257,0.64097,68.9993,71.6468,69.6315
47528.7,2.01173,0.640992,68.9495,71.5962,69.5817
47541.2,2.0109,0.641014,68.8997,71.5456,69.5319
47553.8,2.01007,0.641036,68.8499,71.495,69.4822
47566.3,2.00923,0.641058,68.8001,71.4444,69.4324
47578.9,2.0084,0.64108,68.7504,71.3938,69.3826
47591.5,2.00757,0.641102,68.7006,71.3433,69.3328
47604,2.00673,0.641124,68.6508,71.2926,69.283
47616.6,2.0059,0.641146,68.601,71.2421,69.2332
47629.2,2.00507,0.641169,68.5512,71.1915,69.1834
47641.7,2.00423,0.641191,68.5014,71.1409,69.1337
47654.3,2.0034,0.641213,68.4516,71.0903,69.0839
